Predicted Frequency,Stepper Position
14381610,1008961
14381690,1008969
14381771,1008977
14381862,1008986
14381943,1008994
14382024,1009002
14382104,1009010
14382185,1009018
14382266,1009026
14382347,1009034
14382438,1009043
14382518,1009051
14382599,1009059
14382680,1009067
14382761,1009075
14382841,1009083
14382932,1009092
14383013,1009100
14383094,1009108
14383175,1009116
14383255,1009124
14383336,1009132
14383417,1009140
14383508,1009149
14383588,1009157
14383669,1009165
14383750,1009173
14383831,1009181
14383912,1009189
14383992,1009197
14384083,1009206
14384164,1009214
14384245,1009222
14384325,1009230
14384406,1009238
14384487,1009246
14384578,1009255
14384659,1009263
14384739,1009271
14384820,1009279
14384901,1009287
14384982,1009295
14385062,1009303
14385153,1009312
14385234,1009320
14385315,1009328
14385396,1009336
14385476,1009344
14385557,1009352
14385638,1009360
14385729,1009369
14385810,1009377
14385890,1009385
14385971,1009393
14386052,1009401
14386133,1009409
14386213,1009417
14386304,1009426
14386385,1009434
14386466,1009442
14386547,1009450
14386627,1009458
14386708,1009466
14386799,1009475
14386880,1009483
14386961,1009491
14387041,1009499
14387122,1009507
14387203,1009515
14387284,1009523
14387375,1009532
14387455,1009540
14387536,1009548
14387617,1009556
14387698,1009564
14387778,1009572
14387859,1009580
14387950,1009589
14388031,1009597
14388112,1009605
14388192,1009613
14388273,1009621
14388354,1009629
14388445,1009638
14388526,1009646
14388606,1009654
14388687,1009662
14388768,1009670
14388849,1009678
14388929,1009686
14389020,1009695
14389101,1009703
14389182,1009711
14389263,1009719
14389343,1009727
14389424,1009735
14389505,1009743
14389596,1009752
14389677,1009760
14389757,1009768
14389838,1009776
14389919,1009784
14390000,1009792
14390091,1009801
14390171,1009809
14390252,1009817
14390333,1009825
14390414,1009833
14390495,1009841
14390575,1009849
14390666,1009858
14390747,1009866
14390828,1009874
14390909,1009882
14390989,1009890
14391070,1009898
14391151,1009906
14391242,1009915
14391323,1009923
14391403,1009931
14391484,1009939
14391565,1009947
14391646,1009955
14391736,1009964
14391817,1009972
14391898,1009980
14391979,1009988
14392060,1009996
14392140,1010004
14392221,1010012
14392312,1010021
14392393,1010029
14392474,1010037
14392554,1010045
14392635,1010053
14392716,1010061
14392797,1010069
14392888,1010078
14392968,1010086
14393049,1010094
14393130,1010102
14393211,1010110
14393292,1010118
14393382,1010127
14393463,1010135
14393544,1010143
14393625,1010151
14393706,1010159
14393786,1010167
14393867,1010175
14393958,1010184
14394039,1010192
14394120,1010200
14394200,1010208
14394281,1010216
14394362,1010224
14394443,1010232
14394534,1010241
14394614,1010249
14394695,1010257
14394776,1010265
14394857,1010273
14394938,1010281
14395028,1010290
14395109,1010298
14395190,1010306
14395271,1010314
14395352,1010322
14395432,1010330
14395513,1010338
14395604,1010347
14395685,1010355
14395766,1010363
14395846,1010371
